"Long","Lat","Stn_Name","Clim_ID","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD"
"-122.360","49.025","ABBOTSFORD A","1100030","BC","2.1","0","-1.5","12.3","0","-9.4","0","32.2","0","174.0","223.1","0","105.0","0.0","13","","","NA","491.7","0.0"
"-121.760","49.243","AGASSIZ RCS","1100119","BC","2.8","15","-0.6","12.7","15","-13.9","15","","","NA","","","NA","","","","","NA","242.5","0.0"
"-121.760","49.243","AGASSIZ CDA","1100120","BC","3.0","2","-0.4","13.0","0","-7.0","2","54.0","0","266.0","399.6","0","166.0","0.0","14","","","NA","434.4","0.0"
"-122.955","50.129","WHISTLER - NESTERS","1100875","BC","-2.6","0","NA","4.3","0","-17.5","0","","","NA","112.2","0","NA","36.0","14","","","NA","637.1","0.0"
"-122.936","50.102","BLACKCOMB BASE SLIDING CENTER","1100881","BC","-2.1","0","NA","7.4","0","-14.8","0","","","NA","61.4","0","NA","","9","","","NA","624.2","0.0"
"-122.942","50.106","BLACKCOMB BASE SLIDING CENTRE BOTTOM","1100882","BC","-2.6","0","NA","4.4","0","-16.0","0","","","NA","","","NA","","","","","NA","639.0","0.0"
"-122.918","49.278","BURNABY SIMON FRASER U","1101158","BC","2.7","24","-1.0","7.3","24","-3.0","24","0.0","24","NA","0.0","24","NA","","0","","","NA","107.4","0.0"
"-123.111","50.144","CALLAGHAN VALLEY","1101300","BC","-1.3","0","NA","10.2","0","-14.0","0","","","NA","97.3","0","NA","86.0","8","","","NA","596.8","0.0"
"-123.116","50.147","CALLAGHAN VALLEY(BIATHALON)","1101310","BC","-1.3","0","NA","15.1","0","-15.6","0","","","NA","0.0","1","NA","","0","","","NA","599.3","0.0"
"-123.113","50.137","CALLAGHAN VALLEY(SKI JUMP BOTTOM)","1101320","BC","-1.1","0","NA","15.6","0","-16.2","0","","","NA","0.0","1","NA","","0","","","NA","592.1","0.0"
"-121.925","49.172","CHILLIWACK","1101530","BC","2.3","0","-1.0","12.0","0","-9.5","0","50.0","0","188.0","270.6","0","116.0","0.0","15","","","NA","488.0","0.0"
"-122.866","49.269","COQUITLAM COMO LAKE AVE","1101889","BC","","","NA","","","","","48.7","0","200.0","221.0","0","80.0","18.0","14","","","NA","",""
"-121.700","49.083","CHILLIWACK R HATCHERY","1101N65","BC","0.9","0","-0.9","7.0","0","-9.0","0","14.0","0","64.0","150.1","0","83.0","0.0","12","","","NA","530.0","0.0"
"-123.208","49.402","CYPRESS BOWL NORTH","1102255","BC","-0.1","0","NA","13.8","0","-11.4","0","131.0","22","NA","250.5","2","NA","167.0","11","","","NA","561.4","0.0"
"-123.194","49.379","CYPRESS BOWL SOUTH","1102256","BC","1.6","0","NA","19.8","0","-8.8","0","","","NA","","","NA","","","","","NA","509.7","0.0"
"-123.093","49.011","DELTA TSAWWASSEN BEACH","1102425","BC","3.2","0","-1.9","10.5","0","-5.0","0","0.0","0","0.0","110.6","0","82.0","0.0","11","","","NA","457.8","0.0"
"-122.551","49.144","FORT LANGLEY TELEGRAPH TRAIL","1102912","BC","1.3","0","NA","9.5","0","-8.0","0","59.0","0","NA","229.2","0","NA","0.0","14","","","NA","519.0","0.0"
"-122.558","49.204","HANEY EAST","1103326","BC","0.9","0","-2.3","8.5","0","-10.0","0","0.0","0","0.0","195.2","0","79.0","","13","","","NA","530.5","0.0"
"-122.573","49.264","HANEY UBC RF ADMIN","1103332","BC","0.3","6","-3.0","6.5","6","-9.5","6","38.2","6","NA","184.5","6","NA","0.0","12","","","NA","443.6","0.0"
"-121.580","49.357","LAIDLAW","1104488","BC","1.7","1","-0.4","8.5","1","-8.5","1","58.8","1","NA","320.2","1","NA","0.0","16","","","NA","487.7","0.0"
"-122.507","49.211","MAPLE RIDGE KANAKA CREEK","1104R02","BC","-0.1","2","-2.6","7.0","2","-10.0","2","26.6","2","NA","211.4","2","NA","14.0","13","","","NA","524.7","0.0"
"-122.271","49.153","MISSION WEST ABBEY","1105192","BC","2.2","0","-1.1","11.5","0","-8.5","0","39.8","0","174.0","243.2","0","96.0","0.0","15","","","NA","490.2","0.0"
"-123.081","49.368","N VANC GROUSE MTN RESORT","1105658","BC","0.4","5","0.7","16.5","4","-10.0","5","215.0","4","NA","306.4","4","NA","0.0","13","","","NA","458.7","0.0"
"-123.119","49.314","N VANCOUVER WHARVES","1105669","BC","","","NA","","","","","4.0","25","NA","167.0","25","NA","","6","","","NA","",""
"-122.690","49.208","PITT MEADOWS CS","1106178","BC","1.1","0","NA","9.1","0","-9.0","0","","","NA","184.0","0","NA","","13","","","NA","524.3","0.0"
"-123.265","49.330","POINT ATKINSON","1106200","BC","2.9","0","NA","9.3","0","-2.6","0","","","NA","133.3","0","NA","","11","","","NA","468.7","0.0"
"-123.087","49.179","RICHMOND DALLYN 2","1106764","BC","","","NA","","","","","4.4","13","NA","5.8","13","NA","0.0","2","","","NA","",""
"-122.881","49.279","PORT MOODY GLENAYRE","1106CL2","BC","0.7","0","-3.2","6.0","0","-7.0","0","23.0","0","127.0","246.0","0","86.0","0.0","11","","","NA","537.0","0.0"
"-123.093","49.171","RICHMOND NATURE PARK","1106PF7","BC","1.8","3","-2.2","8.0","3","-8.5","3","19.5","3","NA","122.0","3","NA","0.0","15","","","NA","454.8","0.0"
"-123.303","49.106","SANDHEADS CS","1107010","BC","3.3","0","NA","10.6","0","-2.1","0","","","NA","","","NA","","","","","NA","456.8","0.0"
"-123.122","49.295","VANCOUVER HARBOUR CS","1108446","BC","2.8","0","NA","7.9","0","-2.8","0","","","NA","202.8","0","NA","","10","","","NA","471.1","0.0"
"-123.182","49.195","VANCOUVER INT'L A","1108447","BC","2.1","0","-2.0","8.5","0","-6.5","0","17.0","0","154.0","129.4","0","77.0","0.0","12","39.9","0","66.0","491.5","0.0"
"-123.193","49.347","WEST VANCOUVER AUT","1108824","BC","1.6","0","NA","8.6","0","-5.7","0","","","NA","252.6","0","NA","","11","","","NA","509.2","0.0"
"-122.947","50.068","WHISTLER ROUNDHOUSE","1108906","BC","-2.5","0","NA","13.5","0","-18.0","0","126.0","0","NA","126.0","0","NA","125.0","14","","","NA","635.3","0.0"
"-122.784","49.018","WHITE ROCK CAMPBELL SCIENTIFIC","1108910","BC","3.9","0","NA","11.9","0","-5.4","0","","","NA","","","NA","","","","","NA","437.9","0.0"
"-122.946","50.077","WHISTLER MOUNTAIN HIGH LEVEL","1108987","BC","-3.6","0","NA","10.9","0","-16.9","0","58.0","22","NA","69.6","0","NA","121.0","11","","","NA","668.2","0.0"
"-122.976","50.088","WHISTLER MOUNTAIN LOW LEVEL","1108988","BC","-3.0","23","NA","5.6","23","-14.7","21","5.0","28","NA","0.0","25","NA","","0","","","NA","167.8","0.0"
"-122.947","50.074","WHISTLER MOUNTAIN HIGH LEVEL REMOTE WIND","1108989","BC","-2.5","0","NA","16.6","0","-17.2","0","","","NA","","","NA","","","","","NA","636.0","0.0"
"-122.964","50.085","WHISTLER MOUNTAIN MID-STATION","1108990","BC","-1.9","0","NA","14.9","0","-13.7","0","79.0","20","NA","94.3","0","NA","82.0","10","","","NA","618.3","0.0"
"-122.967","49.438","N VAN SEYMOUR HATCHERY","110N666","BC","-0.8","3","-2.9","3.6","3","-12.5","3","78.1","3","NA","269.6","3","NA","0.0","15","","","NA","526.6","0.0"
"-123.098","49.363","N VANC SONORA DR","110N6FF","BC","","","NA","","","","","42.0","0","253.0","253.8","0","77.0","7.0","16","","","NA","",""
"-121.494","49.370","HOPE (AUT)","1113541","BC","1.8","0","NA","8.1","0","-10.0","0","","","NA","207.5","1","NA","","12","","","NA","502.4","0.0"
"-121.934","50.684","LILLOOET","1114619","BC","-1.6","0","NA","10.9","0","-19.0","0","","","NA","","","NA","","","","","NA","607.1","0.0"
"-121.582","50.224","LYTTON","1114739","BC","-0.8","0","NA","11.5","0","-17.3","0","","","NA","7.0","0","NA","","4","","","NA","584.3","0.0"
"-121.608","50.257","LYTTON 2","1114745","BC","","","NA","","","","","7.2","0","NA","14.4","0","NA","0.0","4","","","NA","",""
"-121.582","50.224","LYTTON RCS","1114746","BC","-0.9","0","NA","11.5","0","-17.4","0","","","NA","202.8","13","NA","","17","","","NA","586.7","0.0"
"-120.069","49.363","HEDLEY N","1123370","BC","-5.8","11","NA","3.5","11","-23.0","11","17.2","11","NA","18.8","11","NA","","4","","","NA","476.7","0.0"
"-121.017","50.467","HIGHLAND VALLEY LORNEX","1123469","BC","-5.8","1","-0.9","7.0","1","-25.0","1","13.0","1","NA","13.0","1","NA","0.0","5","","","NA","713.0","0.0"
"-120.333","49.673","JELLICOE","1123721","BC","-6.5","0","NA","7.5","0","-28.0","0","40.0","0","NA","48.0","0","NA","0.0","9","","","NA","759.0","0.0"
"-119.378","49.956","KELOWNA AWOS","1123965","BC","-4.2","0","NA","8.0","0","-24.3","0","","","NA","24.5","0","NA","","8","","","NA","689.2","0.0"
"-119.573","49.842","KELOWNA QUAILS GATE","1123993","BC","-1.6","9","NA","9.5","9","-14.5","7","9.0","9","NA","9.0","9","NA","3.0","1","","","NA","430.5","0.0"
"-119.400","49.950","KELOWNA MWS0","11239R0","BC","-3.2","0","NA","8.1","0","-21.5","0","31.6","0","NA","28.2","0","NA","23.0","6","","","NA","656.8","0.0"
"-120.801","50.114","MERRITT STP","1125079","BC","-3.4","0","-0.4","12.5","0","-24.0","0","4.5","0","27.0","6.5","0","21.0","0.0","2","","","NA","662.6","0.0"
"-119.444","50.056","OKANAGAN CENTRE","1125700","BC","-1.8","0","-1.3","9.0","0","-16.5","0","31.6","0","130.0","57.6","0","131.0","0.0","7","","","NA","614.9","0.0"
"-119.545","49.179","OLIVER STP","1125766","BC","-3.2","13","-2.4","4.0","13","-15.0","13","2.5","13","NA","2.5","13","NA","","1","","","NA","381.4","0.0"
"-119.441","49.028","OSOYOOS CS","1125852","BC","-3.6","3","-2.7","7.2","3","-21.5","2","","","NA","","","NA","","","","","NA","605.5","0.0"
"-119.443","49.032","OSOYOOS WEST","1125865","BC","-3.5","0","-2.8","7.0","0","-20.0","0","24.4","0","167.0","25.0","0","87.0","18.0","4","","","NA","666.2","0.0"
"-119.717","49.783","PEACHLAND","1126070","BC","-1.9","0","-1.6","8.1","0","-16.0","0","30.0","0","126.0","38.8","0","90.0","0.0","6","","","NA","615.9","0.0"
"-119.602","49.463","PENTICTON A","1126150","BC","-2.6","0","-2.0","7.7","0","-20.2","0","28.6","0","156.0","32.5","0","121.0","0.0","7","","","NA","638.6","0.0"
"-120.513","49.468","PRINCETON A","1126510","BC","","","","","","","","","","NA","","","NA","","","0.0","30.9583333333333333333333333333333333333","NA","",""
"-119.194","50.223","VERNON AUTO","1128582","BC","-4.6","0","NA","5.6","0","-21.0","0","","","NA","","","NA","","","","","NA","701.1","0.0"
"-119.270","50.344","VERNON NORTH","1128583","BC","-3.7","0","-0.9","6.5","0","-19.5","0","44.5","0","110.0","49.3","0","94.0","31.0","6","","","NA","673.0","0.0"
"-119.054","50.358","VERNON SILVER STAR LODGE","1128584","BC","-7.4","2","NA","9.0","2","-26.0","2","116.5","2","NA","116.5","2","NA","120.0","12","","","NA","735.5","0.0"
"-119.415","50.037","WINFIELD","1128958","BC","-3.1","0","-1.2","8.0","0","-17.5","0","26.8","0","98.0","28.4","0","82.0","25.0","5","","","NA","652.9","0.0"
"-120.512","49.468","PRINCETON CS","112FN0M","BC","-6.1","0","NA","6.4","0","-27.6","0","","","NA","","","NA","","","","","NA","747.3","0.0"
"-119.638","49.564","SUMMERLAND CS","112G8L1","BC","-3.2","0","-1.7","7.7","0","-16.8","0","","","NA","","","NA","","","","","NA","656.2","0.0"
"-118.773","49.000","MIDWAY","1135126","BC","-8.1","0","-3.9","4.5","0","-27.5","0","45.0","0","151.0","45.8","0","122.0","42.0","4","","","NA","810.0","0.0"
"-118.228","49.017","BILLINGS","1140876","BC","-6.4","11","-3.1","6.0","11","-19.5","11","9.7","11","NA","9.7","11","NA","42.0","2","","","NA","488.3","0.0"
"-117.633","49.296","CASTLEGAR A","1141455","BC","-2.5","0","-0.9","6.2","0","-19.4","0","58.2","0","105.0","54.2","0","72.0","33.0","8","","","NA","635.6","0.0"
"-117.774","49.343","CASTLEGAR BCHPA DAM","1141457","BC","-1.6","1","-0.4","5.5","0","-12.5","1","53.0","0","159.0","63.0","0","96.0","17.0","10","","","NA","587.7","0.0"
"-116.518","49.097","CRESTON","1142160","BC","-2.9","0","-1.3","8.0","0","-15.0","0","40.0","0","105.0","65.8","0","96.0","34.0","6","","","NA","647.2","0.0"
"-116.971","50.239","DUNCAN LAKE DAM","1142574","BC","-4.3","0","-1.4","4.0","0","-22.0","0","70.0","0","126.0","95.9","0","103.0","48.0","14","","","NA","690.8","0.0"
"-118.068","49.872","FAUQUIER","1142820","BC","","","","","","","","","","NA","","","NA","","","0.0","30.9583333333333333333333333333333333333","NA","",""
"-116.915","49.913","KASLO","1143900","BC","-2.7","0","-0.6","5.5","0","-16.5","0","62.4","0","105.0","88.6","0","84.0","43.0","11","","","NA","642.0","0.0"
"-116.458","49.032","LISTER","1144635","BC","-3.7","0","-1.9","9.5","0","-18.0","0","42.0","0","129.0","60.7","0","106.0","0.0","6","","","NA","673.6","0.0"
"-117.813","50.266","NAKUSP CS","1145297","BC","-1.9","0","NA","6.5","0","-14.1","0","","","NA","","","NA","","","","","NA","617.0","0.0"
"-117.206","49.586","NELSON NE","1145442","BC","-1.4","0","NA","6.5","0","-16.0","0","74.6","0","NA","122.0","0","NA","38.0","10","","","NA","600.8","0.0"
"-117.370","49.996","NEW DENVER","1145460","BC","-2.5","0","-0.8","5.0","0","-14.5","0","114.4","0","199.0","146.0","0","145.0","46.0","12","","","NA","635.5","0.0"
"-117.305","49.491","NELSON CS","1145M29","BC","-0.8","5","NA","5.2","5","-14.7","5","","","NA","","","NA","","","","","NA","489.4","0.0"
"-117.739","49.112","WARFIELD RCS","1148705","BC","","","NA","","","-18.8","0","","","NA","146.1","0","NA","46.0","12","","","NA","",""
"-116.501","49.082","CRESTON CAMPBELL SCIENTIFIC","114B1F0","BC","-3.0","0","NA","9.5","0","-14.5","0","","","NA","","","NA","","","","","NA","650.7","0.0"
"-117.399","49.512","NELSON RIXEN CREEK","114EMDM","BC","-3.8","0","NA","4.0","0","-18.0","0","88.8","0","NA","117.8","0","NA","62.0","10","","","NA","676.2","0.0"
"-115.221","49.226","BAYNES LAKE KOOTENAY RIVER","1150690","BC","-6.4","3","-0.8","9.0","3","-27.0","3","16.4","3","NA","20.8","3","NA","14.0","6","","","NA","682.1","0.0"
"-115.782","49.612","CRANBROOK A","1152102","BC","-6.9","0","-0.8","7.7","0","-26.1","0","9.6","0","38.0","8.4","0","33.0","19.0","3","","","NA","771.3","0.0"
"-115.072","49.489","FERNIE","1152850","BC","-5.4","1","-0.2","8.0","1","-32.0","1","16.0","1","NA","77.0","1","NA","21.0","5","","","NA","700.7","0.0"
"-115.461","49.524","FT STEELE DANDY CRK","1153034","BC","-5.0","16","NA","8.0","16","-23.0","10","0.0","16","NA","0.0","16","NA","2.0","0","","","NA","345.6","0.0"
"-115.962","49.631","KIMBERLEY PCC","1154203","BC","-7.3","11","-0.4","7.0","11","-29.5","11","11.0","11","NA","16.2","11","NA","","3","0.0","30.9583333333333333333333333333333333333","NA","505.3","0.0"
"-116.061","50.631","KOOTENAY NP WEST GATE","1154410","BC","-7.7","0","-0.9","2.5","0","-25.0","0","22.0","0","81.0","26.4","0","80.0","20.0","9","","","NA","796.8","0.0"
"-114.886","49.745","SPARWOOD CS","1157631","BC","-7.4","0","NA","6.0","0","-30.8","0","","","NA","","","NA","","","","","NA","786.7","0.0"
"-115.631","49.824","WASA","1158730","BC","-6.1","0","0.0","7.5","0","-22.0","0","6.4","0","36.0","7.2","0","28.0","7.0","2","","","NA","748.2","0.0"
"-119.290","52.129","BLUE RIVER A","1160899","BC","-8.1","1","-0.9","3.9","1","-35.0","1","147.3","1","NA","111.8","1","NA","","15","","","NA","783.9","0.0"
"-120.794","51.504","BRIDGE LAKE 2","1160986","BC","-8.5","1","-2.0","9.0","1","-34.0","1","35.8","1","NA","37.4","1","NA","54.0","7","","","NA","794.4","0.0"
"-119.290","52.129","BLUE RIVER CS","1160H99","BC","-8.4","0","NA","3.9","0","-35.0","0","","","NA","","","NA","","","","","NA","819.3","0.0"
"-121.083","51.708","BUFFALO LAKE","1161104","BC","-9.6","0","-1.7","6.0","0","-35.0","0","37.4","0","96.0","38.2","0","81.0","51.0","7","","","NA","854.3","0.0"
"-121.505","51.145","CLINTON (AUT)","1161661","BC","-7.9","0","NA","6.3","0","-28.5","0","","","NA","15.5","0","NA","","8","","","NA","802.1","0.0"
"-120.728","51.030","CRISS CREEK","1162177","BC","-9.9","3","-2.3","7.5","3","-33.0","3","21.6","3","NA","21.8","3","NA","32.0","5","","","NA","780.1","0.0"
"-120.183","51.297","DARFIELD","1162265","BC","-6.7","0","-2.1","1.0","0","-28.0","0","28.5","0","88.0","28.5","0","67.0","34.0","5","","","NA","764.5","0.0"
"-120.442","50.702","KAMLOOPS A","1163780","BC","-5.4","0","-2.6","6.3","0","-23.7","0","14.0","0","75.0","14.4","0","68.0","7.0","4","","","NA","725.0","0.0"
"-120.442","50.702","KAMLOOPS AUT","1163842","BC","-5.6","0","NA","6.0","0","-23.7","0","","","NA","","","NA","","","","","NA","730.7","0.0"
"-118.956","50.236","LUMBY","1164729","BC","-6.3","2","NA","4.5","2","-30.0","2","25.0","2","NA","28.2","2","NA","","8","","","NA","704.0","0.0"
"-120.222","51.047","MCLURE","1165030","BC","-6.4","0","-1.9","5.0","0","-27.0","0","27.4","0","105.0","33.4","0","88.0","27.0","6","","","NA","757.5","0.0"
"-121.217","51.681","100 MILE HOUSE 6NE","1165793","BC","-9.4","0","NA","6.5","0","-36.0","0","39.4","0","NA","43.6","0","NA","57.0","11","","","NA","848.7","0.0"
"-120.800","50.935","RED LAKE","1166658","BC","-7.2","1","-0.9","6.0","1","-27.0","1","40.0","1","NA","40.0","1","NA","","6","","","NA","756.2","0.0"
"-119.234","50.686","SALMON ARM A","1166R45","BC","-4.8","0","-1.1","5.0","0","-24.0","0","78.0","0","139.0","78.0","0","116.0","47.0","7","","","NA","707.2","0.0"
"-119.350","50.545","SILVER CREEK","1167337","BC","-4.5","0","-1.1","5.5","0","-24.5","0","56.7","0","130.0","69.4","0","115.0","45.0","8","","","NA","697.3","0.0"
"-119.751","50.469","WESTWOLD","1168880","BC","-5.5","13","-1.5","8.0","13","-30.0","13","14.0","13","NA","16.2","13","NA","","5","","","NA","423.0","0.0"
"-120.200","50.600","KAMLOOPS PRATT ROAD","116C8P0","BC","-5.3","0","NA","7.5","0","-23.0","0","16.5","0","NA","17.9","0","NA","23.0","6","","","NA","720.9","0.0"
"-119.291","50.703","SALMON ARM CS","116FRMN","BC","-4.2","0","-1.6","6.7","0","-22.1","0","","","NA","","","NA","","","","","NA","689.5","0.0"
"-120.839","51.327","VIDETTE LAKE SHARPE LAKE","116HFF6","BC","-8.0","0","-1.6","6.5","0","-32.5","0","23.6","0","71.0","24.6","0","67.0","33.0","7","","","NA","806.5","0.0"
"-117.516","51.301","GLACIER NP ROGERS PASS","1173191","BC","-9.1","0","-0.7","0.5","0","-26.5","0","192.0","0","91.0","192.0","0","87.0","155.0","20","","","NA","838.8","0.0"
"-116.982","51.298","GOLDEN A","1173210","BC","-8.9","1","-1.0","1.7","1","-26.1","1","36.6","1","NA","30.0","1","NA","","8","","","NA","808.1","0.0"
"-118.425","51.630","GOLDSTREAM RIVER","1173242","BC","-12.2","0","-5.7","2.0","0","-24.0","0","102.0","0","80.0","102.0","0","75.0","97.0","13","","","NA","935.5","0.0"
"-118.585","52.053","MICA DAM","1175122","BC","-4.7","2","0.2","2.5","2","-18.0","1","174.5","2","NA","183.7","2","NA","128.0","16","","","NA","656.9","0.0"
"-118.183","50.961","REVELSTOKE A","1176749","BC","-3.7","0","NA","4.2","0","-18.3","0","","","NA","146.5","0","NA","","14","","","NA","672.0","0.0"
"-118.224","51.012","REVELSTOKE COLUMBIA PARK","1176754","BC","","","NA","","","","","87.0","23","NA","87.0","23","NA","","7","","","NA","",""
"-116.344","51.443","YOHO PARK","11790J1","BC","-11.3","0","NA","-0.8","0","-32.7","0","","","NA","","","NA","","","","","NA","908.3","0.0"
"-117.701","51.236","GLACIER NP MT FIDELITY","117CA90","BC","-7.3","0","0.8","8.0","0","-22.0","0","","","NA","","","NA","","","","","NA","784.3","0.0"
"-116.337","51.356","YOHO NP OHARA LAKE","117R00H","BC","-8.7","27","NA","0.0","27","-18.0","27","4.6","27","NA","4.6","27","NA","79.0","3","","","NA","106.8","0.0"
"-121.016","56.298","CHARLIE LAKE","11814FR","BC","-14.1","1","NA","10.5","1","-42.0","1","35.0","1","NA","35.0","1","NA","46.0","9","","","NA","961.5","0.0"
"-121.627","55.687","CHETWYND A","1181508","BC","-13.0","18","-2.9","11.7","18","-40.0","18","25.7","0","94.0","14.4","0","68.0","8.0","5","","","NA","403.4","0.0"
"-120.182","55.742","DAWSON CREEK A","1182285","BC","-15.4","0","-2.3","11.4","0","-42.0","0","","","NA","","","NA","","","","","NA","1036.7","0.0"
"-120.182","55.742","DAWSON CREEK LWIS","1182287","BC","-15.4","0","NA","11.4","0","-42.0","0","","","NA","","","NA","","","","","NA","1036.7","0.0"
"-120.740","56.238","FORT ST JOHN A","1183000","BC","-14.5","0","-1.7","8.9","0","-40.2","0","35.8","0","110.0","33.6","0","132.0","38.0","10","","","NA","1006.5","0.0"
"-124.701","55.786","GERMANSEN LANDING","1183090","BC","-13.4","0","-0.3","5.5","0","-40.2","0","46.8","0","97.0","40.7","0","81.0","63.0","11","0.0","30.9583333333333333333333333333333333333","NA","973.0","0.0"
"-123.138","55.305","MACKENZIE A","1184790","BC","-10.6","0","NA","5.8","0","-35.7","0","","","NA","78.5","0","NA","","11","","","NA","887.1","0.0"
"-122.718","57.250","SIKANNI CHIEF","1187335","BC","-15.3","7","NA","12.5","7","-40.5","7","9.8","7","NA","9.8","7","NA","28.0","4","","","NA","800.3","0.0"
